student_id,class_id
s_202106673,113201A
s_202106674,113203A
s_202106675,111101C
s_202106676,113203A
s_202106677,111201A
s_202106679,112101C
s_202106680,111203A
s_202106681,112102B
s_202106682,112103A
s_202106683,111103A
s_202106684,111101C
s_202106685,112103A
s_202106686,113102B
s_202106687,112203C
s_202106688,112202B
s_202106689,111203A
s_202106690,112101A
s_202106691,112102A
s_202106692,111203A
s_202106693,111103A
s_202106694,113201A
s_202106695,112102A
s_202106696,112102A
s_202106697,112201C
s_202106698,111201B
s_202106699,112101B
s_202106700,112201A
s_202106701,111102A
s_202106702,113103C
s_202106703,111201B
s_202106704,111103A
s_202106705,113202C
s_202106706,113202C
s_202106707,113101C
s_202106708,112102C
s_202106709,111102C
s_202106711,111103A
s_202106712,113103C
s_202106713,113203C
s_202106714,112201B
s_202106715,113102C
s_202106716,112103C
s_202106717,111102C
s_202106718,113101C
s_202106719,112202B
s_202106720,113103C
s_202106721,111101A
s_202106722,111103A
s_202106723,112202C
s_202106724,111103C
s_202106725,113101C
s_202106726,112102A
s_202106727,112101A
s_202106728,111103C
s_202106729,113202B
s_202106730,111201C
s_202106731,112101B
s_202106732,112101C
s_202106733,113101C
s_202106734,112103A
s_202106735,111102B
s_202106736,111101B
s_202106738,113202B
s_202106739,113201B
s_202106740,113202C
s_202106742,112103A
s_202106743,113203A
s_202106744,112203A
s_202106745,112201A
s_202106746,113202A
s_202106747,111102C
s_202106748,113201A
s_202106749,111202C
s_202106750,112201B
s_202106751,113103C
s_202106752,113201C
s_202106753,112202B
s_202106754,112103A
s_202106755,111103A
s_202106756,112203C
s_202106757,111201C
s_202106759,113202C
s_202106760,113102B
s_202106761,111103A
s_202106762,111203C
s_202106763,113102A
s_202106764,111103C
s_202106766,113201B
s_202106768,111102C
s_202106769,111103A
s_202106770,113103C
s_202106771,113201C
s_202106772,113202C
s_202106773,113202A
s_202106774,112202A
s_202106775,113102A
s_202106776,111102C
s_202106777,112102C
s_202106778,113102B
s_202106779,113202C
s_202106780,112101C
s_202106781,111203C
s_202106782,113102B
s_202106784,112102C
s_202106785,113201A
s_202106786,112103C
s_202106787,113202C
s_202106788,111202C
s_202106789,111202C
s_202106790,112202C
s_202106792,111202C
s_202106793,113202A
s_202106794,112102C
s_202106795,113202A
s_202106796,111203A
s_202106797,112203A
s_202106798,113102C
s_202106799,111201B
s_202106800,111202B
s_202106801,113202B
s_202106802,113102A
s_202106803,111203C
s_202106804,113102A
s_202106805,113201A
s_202106806,113203C
s_202106807,113101A
s_202106808,113202B
s_202106809,111103C
s_202106810,111202A
s_202106811,111202B
s_202106812,113202A
s_202106814,113103A
s_202106815,112101B
s_202106816,112203A
s_202106818,111203A
s_202106819,113101C
s_202106820,112203C
s_202106821,113102A
s_202106822,113102A
s_202106823,113103A
s_202106825,113203C
s_202106826,111102B
s_202106827,113102B
s_202106828,113202C
s_202106829,111102A
s_202106830,112202C
s_202106831,112202B
s_202106832,112101C
s_202106833,113201A
s_202106834,112101A
s_202106835,112102B
s_202106836,113203C
s_202106837,111203A
s_202106838,112101C
s_202106839,112201A
s_202106840,111102A
s_202106841,111102A
s_202106842,113203C
s_202106843,113103C
s_202106844,111101B
s_202106845,111203A
s_202106846,111101B
s_202106848,112102B
s_202106850,112202A
s_202106851,111202C
s_202106853,111201B
s_202106854,113201C
s_202106855,113201B
s_202106856,111201A
s_202106857,112102B
s_202106858,111103C
s_202106859,111102B
s_202106860,112201B
s_202106861,112102A
s_202106862,112101A
s_202106863,111202C
s_202106864,112102C
s_202106865,111203A
s_202106866,111202A
s_202106867,113101B
s_202106868,112201C
s_202106869,113201C
s_202106870,111202A
s_202106871,111202C
s_202106872,112102A
s_202106873,113203A
s_202106874,111202C
s_202106875,113203A
s_202106876,113101B
s_202106877,111103C
s_202106878,111101C
s_202106882,112201B
s_202106883,111203C
s_202106884,113101B
s_202106885,111203C
s_202106886,113201C
s_202106888,113201C
s_202106889,111101B
s_202106890,113203C
s_202106892,113103C
s_202106893,111102B
s_202106894,113101A
s_202106895,112203A
s_202106896,111101B
s_202106897,112102C
s_202106898,113202B
s_202106899,112101A
s_202106900,111201A
s_202106901,112102A
s_202106902,111103A
s_202106903,113103C
s_202106904,113102A
s_202106905,111202C
s_202106906,111203A
s_202106907,112101B
s_202106908,113201A
s_202106909,111103A
s_202106910,112103A
s_202106911,113202A
s_202106912,113101A
s_202106913,111101B
s_202106914,111103C
s_202106915,112202A
s_202106916,113101A
s_202106917,113203A
s_202106918,113201B
s_202106919,111102A
s_202106920,111102C
s_202106921,113102B
s_202106922,113202B
s_202106923,112203C
s_202106924,111203C
s_202106925,113101A
s_202106926,112202A
s_202106927,113201A
s_202106928,112102B
s_202106929,113103A
s_202106930,111203A
s_202106931,112202A
s_202106932,112102C
s_202106933,113203C
s_202106934,112102C
s_202106935,111103C
s_202106937,111203A
s_202106938,113201A
s_202106939,112201B
s_202106940,111202A
s_202106941,113101A
s_202106942,112202C
s_202106943,111101A
s_202106944,113103A
s_202106945,111101C
s_202106947,112202A
s_202106948,113102C
s_202106949,112101C
s_202106950,111201A
s_202106951,112103A
s_202106953,113201A
s_202106954,113101B
s_202106955,111103A
s_202106956,113203C
s_202106957,112102B
s_202106958,112102B
s_202106959,113101A
s_202106960,113101B
s_202106961,112102C
s_202106962,112101B
s_202106963,111203C
s_202106966,113202A
s_202106967,113201B
s_202106968,112201A
s_202106969,111201C
s_202106971,113103C
s_202106972,113103A
s_202106973,112101B
s_202106974,111202B
s_202106975,111102B
s_202106977,111103A
s_202106978,113103C
s_202106979,113201A
s_202106980,112101A
s_202106981,112102A
s_202106982,113101C
s_202106983,113101B
s_202106984,112102C
s_202106985,112103A
s_202106986,112101A
s_202106987,113103C
s_202106988,113101B
s_202106989,113202B
s_202106990,111202C
s_202106991,113203A
s_202106992,113101B
s_202106993,113201C
s_202106994,111101B
s_202106995,112102B
s_202106996,113201B
s_202106997,111203C
s_202106998,111102B
s_202106999,113201A
s_202107000,112101C
s_202107001,111103A
s_202107002,113201C
s_202107003,111202A
s_202107004,113201A
s_202107005,113102C
s_202107006,112202A
s_202107007,112102A
s_202107008,111102B
s_202107009,111203C
s_202107010,112203C
s_202107011,113103A
s_202107012,111202C
s_202107015,113102A
s_202107016,111102A
s_202107017,112102A
s_202107018,111201A
s_202107019,112201B
s_202107020,112102C
s_202107021,112101A
s_202107022,113102B
s_202107023,111101B
s_202107024,111102C
s_202107025,111101C
s_202107027,111202B
s_202107028,112203C
s_202107029,112202C
s_202107030,113202B
s_202107031,112203C
s_202107032,111203C
s_202107034,113202C
s_202107035,113103C
s_202107036,111102A
s_202107037,111201B
s_202107038,113203A
s_202107039,112101B
s_202107040,112201C
s_202107041,111202C
s_202107042,112201C
s_202107043,111201A
s_202107044,111102B
s_202107045,112201C
s_202107046,111101B
s_202107048,112101A
s_202107051,112203A
s_202107052,111202B
s_202107053,111201C
s_202107054,111101A
s_202107055,112201C
s_202107057,112201B
s_202107059,111203A
s_202107060,111201A
s_202107061,112102B
s_202107062,112202B
s_202107063,113102C
s_202107064,111203C
s_202107065,112101C
s_202107066,113103C
s_202107067,113101A
s_202107068,112101C
s_202107069,111201A
s_202107071,113103A
s_202107072,112103C
s_202107073,113101B
s_202107075,111102B
s_202107076,112103A
s_202107077,112202C
s_202107078,111201B
s_202107079,112203A
s_202107080,112102B
s_202107082,112201C
s_202107083,113203C
s_202107084,113102B
s_202107085,113102C
s_202107086,111203C
s_202107087,111201A
s_202107088,111203A
s_202107089,113102B
s_202107090,112202B
s_202107091,112101B
s_202107092,111202C
s_202107093,113202B
s_202107094,111102B
s_202107095,113203A
s_202107096,111203A
s_202107097,111101A
s_202107098,112101A
s_202107099,111102B
s_202107100,112103C
s_202107101,111203C
s_202107102,111101A
s_202107103,113201A
s_202107104,112203A
s_202107105,113103C
s_202107106,113102B
s_202107107,113101C
s_202107108,111101C
s_202107109,111102C
s_202107110,112203A
s_202107111,112101C
s_202107112,111201A
s_202107113,113103A
s_202107114,112202C
s_202107115,112202A
s_202107116,112103C
s_202107117,113202C
s_202107118,111203C
s_202107119,113103A
s_202107120,111201A
s_202107123,111101C
s_202107124,111102A
s_202107125,111202C
s_202107126,111201B
s_202107127,113101C
s_202107128,113103C
s_202107129,112203C
s_202107130,111101B
s_202107131,111103C
s_202107132,112103A
s_202107133,111201B
s_202107135,112103A
s_202107136,113202A
s_202107137,113101C
s_202107138,112202A
s_202107139,111201B
s_202107140,111202C
s_202107142,112102A
s_202107143,113201C
s_202107144,112201B
s_202107145,111103C
s_202107147,111101C
s_202107148,112201A
s_202107151,113103A
s_202107152,112201A
s_202107153,113102C
s_202107154,111102A
s_202107155,113203A
s_202107157,113103C
s_202107158,112103A
s_202107159,111203C
s_202107160,111202B
s_202107161,112102B
s_202107162,112202B
s_202107163,112201B
s_202107164,113102B
s_202107165,113203C
s_202107166,112103A
s_202107167,111201B
s_202107168,112202B
s_202107169,113103A
s_202107170,113102A
s_202107171,112101B
s_202107172,111201A
s_202107174,113102C
s_202107175,113103C
s_202107176,111101B
s_202107177,112202B
s_202107178,111101A
s_202107179,111202B
s_202107180,112202C
s_202107181,112202B
s_202107182,111201A
s_202107183,113202B
s_202107184,113201A
s_202107185,112203C
s_202107186,112103A
s_202107187,111203A
s_202107188,112103A
s_202107189,113101C
s_202107190,113102B
s_202107191,113102B
s_202107192,112201A
s_202107193,113102B
s_202107194,111102A
s_202107195,112202A
s_202107196,112102B
s_202107197,113202A
s_202107198,113203C
s_202107199,113102A
s_202107201,113101A
s_202107203,111102B
s_202107204,111202B
s_202107205,113202B
s_202107206,111103A
s_202107207,113202A
s_202107208,112201C
s_202107209,113103C
s_202107210,112101A
s_202107211,111102A
s_202107212,112202C
s_202107214,113202B
s_202107215,112102C
s_202107216,112101C
s_202107217,112201B
s_202107218,113102B
s_202107219,113202B
s_202107220,111103C
s_202107221,113202A
s_202107222,112103C
s_202107223,113101A
s_202107224,113102B
s_202107225,111102C
s_202107226,113103A
s_202107227,112102C
s_202107228,111103A
s_202107229,112202C
s_202107230,112101C
s_202107231,112103C
s_202107232,112102A
s_202107234,112102B
s_202107235,111103C
s_202107236,112102A
s_202107237,113101A
s_202107238,113103A
s_202107240,113102B
s_202107241,112103A
s_202107242,111201A
s_202107243,113101C
s_202107244,112101B
s_202107245,111103C
s_202107246,111103A
s_202107247,113103C
s_202107248,113103C
s_202107249,113202B
s_202107251,111203A
s_202107252,113101C
s_202107253,111202A
s_202107254,113201C
s_202107255,113103A
s_202107256,111201B
s_202107257,112202C
s_202107258,112203C
s_202107259,112202A
s_202107260,112202B
s_202107261,111103A
s_202107263,113102C
s_202107264,112203A
s_202107265,111101A
s_202107266,113102C
s_202107267,111202C
s_202107268,112103A
s_202107269,111202A
s_202107270,111103C
s_202107271,112102C
s_202107272,113202A
s_202107273,112202A
s_202107274,111202B
s_202107275,113202B
s_202107276,112103C
s_202107277,113101C
s_202107278,113202B
s_202107279,113101A
s_202107280,112102A
s_202107281,113102B
s_202107283,112103C
s_202107284,111103C
s_202107286,113103A
s_202107287,111201C
s_202107288,112103A
s_202107289,111101C
s_202107290,111103A
s_202107291,113201B
s_202107292,112202B
s_202107293,112101B
s_202107294,113203C
s_202107295,113102A
s_202107296,113202C
s_202107297,112103A
s_202107298,112202B
s_202107299,112203A
s_202107300,112101C
s_202107301,112101C
s_202107302,113101C
s_202107303,111102C
s_202107304,112103A
s_202107305,111101B
s_202107306,111103A
s_202107307,111201C
s_202107308,112102A
s_202107309,113202A
s_202107311,112103C
s_202107312,112102B
s_202107313,112201A
s_202107314,112201C
s_202107315,111101C
s_202107317,113101A
s_202107318,112103C
s_202107320,112201B
s_202107321,111103A
s_202107322,113203C
s_202107323,113202B
s_202107324,111203C
s_202107326,113103A
s_202107327,111201A
s_202107328,111202C
s_202107329,111102A
s_202107331,111101B
s_202107332,113102B
s_202107334,113201A
s_202107335,112102C
s_202107336,111102A
s_202107337,111101A
s_202107338,112203C
s_202107339,111103A
s_202107340,113203A
s_202107341,113103C
s_202107342,111101A
s_202107343,113102A
s_202107344,111103A
s_202107345,112203C
s_202107346,111203A
s_202107347,111201A
s_202107348,112103A
s_202107349,111103C
s_202107350,112203A
s_202107351,112203C
s_202107352,113102C
s_202107353,111101B
s_202107354,113203A
s_202107355,112101B
s_202107357,112202A
s_202107358,112202A
s_202107359,112203A
s_202107360,111102C
s_202107362,112103C
s_202107363,111102B
s_202107364,112201B
s_202107366,113101B
s_202107367,111202A
s_202107368,112103C
s_202107369,113203C
s_202107370,113201A
s_202107371,111202B
s_202107372,112102C
s_202107373,112201A
s_202107375,112101A
s_202107377,112202B
s_202107378,113103C
s_202107379,112202B
s_202107380,111103A
s_202107381,113103C
s_202107382,113103A
s_202107383,112103A
s_202107384,112101A
s_202107385,112102A
s_202107388,111203A
s_202107389,112201C
s_202107390,111102A
s_202107391,113101B
s_202107393,111203A
s_202107394,112103A
s_202107395,112103A
s_202107396,112103A
s_202107397,111103A
s_202107398,113202A
s_202107399,113201A
s_202107400,113202B
s_202107401,113203A
s_202107402,112202C
s_202107403,111103A
s_202107404,113203A
s_202107405,111101A
s_202107406,112102C
s_202107407,112101A
s_202107408,111103C
s_202107410,112101C
s_202107411,112101C
s_202107412,111103C
s_202107413,112102C
s_202107414,111101B
s_202107415,112203C
s_202107416,111202C
s_202107417,111201B
s_202107418,111201C
s_202107419,112103C
s_202107420,111202B
s_202107421,112102A
s_202107422,113201C
s_202107423,113101C
s_202107424,111202C
s_202107425,111101A
s_202107426,113202C
s_202107427,112203C
s_202107428,112103C
s_202107429,113203C
s_202107430,111202B
s_202107431,112103A
s_202107432,112203C
s_202107433,113201A
s_202107434,112101A
s_202107435,111202A
s_202107436,112102C
s_202107437,111203A
s_202107438,113103C
s_202107439,112103A
s_202107440,112201B
s_202107441,112201A
s_202107442,112201C
s_202107443,111101C
s_202107445,112203A
s_202107446,112102B
s_202107447,113202C
s_202107448,112202C
s_202107449,111102B
s_202107450,112201A
s_202107451,111101A
s_202107452,113103A
s_202107453,111101A
s_202107454,113203A
s_202107455,111103A
s_202107456,111203A
s_202107457,113101C
s_202107458,113101B
s_202107459,113103A
s_202107460,113101C
s_202107461,112103A
s_202107462,112202A
s_202107464,113101B
s_202107465,111101A
s_202107466,113102B
s_202107467,113102B
s_202107468,112202B
s_202107469,112101A
s_202107470,112202B
s_202107471,113201B
s_202107472,111201B
s_202107473,111201A
s_202107474,111202C
s_202107475,113102C
s_202107476,111102C
s_202107477,112103C
s_202107478,112101A
s_202107479,113103A
s_202107480,111101B
s_202107481,113201B
s_202107482,112201B
s_202107483,113101A
s_202107484,113201C
s_202107485,113101A
s_202107486,112103C
s_202107487,113201B
s_202107488,113103A
s_202107489,112203A
s_202107490,111201B
